date,name,mixing_temp,bath_temp,weight_percent,volume,pullcast_speed,nitrogen,coupon_to_bath_wait_time,nips_bath_wait_time,formatted_parameters,initial_report,Air Temp Mean,Humidity Mean,Thickness Mean,Thickness SD,Elastic Modulus Mean,Elastic Modulus SD,Yield Strength Mean,Yield Strength SD,Pore Fraction Mean,Pore Fraction SD,Slope Plateau Mean,Slope Plateau SD,Slope Densification Mean,Slope Densification SD,Creep Strain Mean,Creep Strain SD,Strain at 50 bar Mean,Strain at 50 bar SD,Strain at 80 bar Mean,Strain at 80 bar SD,Strain at 150 bar Mean,Strain at 150 bar SD,Strain at 500 bar Mean,Strain at 500 bar SD,CV Mean,formatted_parameters_withProp,final_report,quality_result,quality_report
"2026-08-10
16:03:51",21-0add-5deg-300s-N2-1800s_run2_preDiscard,60,5,,,1,True,300,1800,mixing_temp=60; bath_temp=5; pullcast_speed=1; nitrogen=True; coupon_to_bath_wait_time=300; nips_bath_wait_time=1800; Air Temp Mean=24.51; Humidity Mean=49.01,,24.51,49.01,59.62021151351802,37.729262508602325,187.26170782046083,138.9725079448472,50.684008713142966,53.29676364848784,0.4888349066193554,0.4518249177343854,-72.00940874762456,69.6177543395275,-257.9327578510212,289.2643828833799,0.2014699535408253,0.0543707296632963,0.6930771609169275,0.0,0.4054442839594756,0.0,,,,,1.4132155987448338,"mixing_temp=60; bath_temp=5; pullcast_speed=1; nitrogen=True; coupon_to_bath_wait_time=300; nips_bath_wait_time=1800; Air Temp Mean=24.51; Humidity Mean=49.01

{'Air Temp Mean': 24.51, 'Humidity Mean': 49.01, 'Elastic Modulus Mean': 187.26170782046083, 'CV Mean': 1.4132155987448338}",,"{""image_path"": ""C:\\Users\\opentrons\\Documents\\Auto-Membranes\\data\\raw\\21-0add-5deg-300s-N2-1800s_run2\\1786289193.3743327.jpg""}","- **Presence:** Membrane is visible, presenting a pale blue-white cast across the aperture.
- **Vertical Coverage:** Membrane appears to reach both the top and bottom edges of the aperture with no clear vertical gap detected.
- **Uniformity:** Non-uniform — notable patchiness with a brighter central zone, uneven opacity variation, and irregular lighter/darker regions throughout.
- **Defects:** Multiple trapped air bubbles visible, particularly concentrated along the perimeter; surface also shows localized raised/bumpy texture consistent with bubble entrapment. No prominent wrinkles observed.
- **Summary:** Membrane is present with adequate vertical coverage, but significant air bubble entrapment and opacity non-uniformity represent notable fabrication defects."
"2026-08-10
16:03:51",21-0add-5deg-300s-N2-1800s_run2_postDiscard,60,5,,,1,True,300,1800,mixing_temp=60; bath_temp=5; pullcast_speed=1; nitrogen=True; coupon_to_bath_wait_time=300; nips_bath_wait_time=1800; Air Temp Mean=nan; Humidity Mean=nan,,,,,,,,,,,,,,,,,,,,,,,,,,,"mixing_temp=60; bath_temp=5; pullcast_speed=1; nitrogen=True; coupon_to_bath_wait_time=300; nips_bath_wait_time=1800; Air Temp Mean=nan; Humidity Mean=nan
MEMBRANE DETECTION: 3/4 replicates detected a membrane.
FIT DETECTION: 0/3 of detected membranes passed quality checks.
OUTCOME: PARTIAL_COVERAGE_NO_FIT
INTERPRETATION: 3/4 replicates detected a membrane but none passed the fit quality check. The membrane that did form was structurally unacceptable — likely a very thin skin layer, a collapsed asymmetric structure, or a degenerate sponge with no defined elastic/plateau/densification regime. These parameters sit near a phase boundary where only poor structures form. A major parameter change is needed — consider adjusting polymer concentration, evaporation time, or bath temperature significantly.",,"{""image_path"": ""C:\\Users\\opentrons\\Documents\\Auto-Membranes\\data\\raw\\21-0add-5deg-300s-N2-1800s_run2\\1786289193.3743327.jpg""}","- **Presence:** Membrane is visible, presenting a pale blue-white cast across the aperture.
- **Vertical Coverage:** Membrane appears to reach both the top and bottom edges of the aperture with no clear vertical gap detected.
- **Uniformity:** Non-uniform — notable patchiness with a brighter central zone, uneven opacity variation, and irregular lighter/darker regions throughout.
- **Defects:** Multiple trapped air bubbles visible, particularly concentrated along the perimeter; surface also shows localized raised/bumpy texture consistent with bubble entrapment. No prominent wrinkles observed.
- **Summary:** Membrane is present with adequate vertical coverage, but significant air bubble entrapment and opacity non-uniformity represent notable fabrication defects."
"2026-08-10
18:20:38",21-2add-60degMix-15deg-30s-NoN2-1800s_preDiscard,60,15,,,5,False,30,1800,mixing_temp=60; bath_temp=15; pullcast_speed=5; nitrogen=False; coupon_to_bath_wait_time=30; nips_bath_wait_time=1800; Air Temp Mean=24.83; Humidity Mean=47.22,,24.83,47.22,18.45310000000001,32.40314097784348,-62.85330361806947,0.0,72.75963227761136,0.0,,,,,,,0.3845460477380766,0.0,-0.4799837468353886,0.0,-0.4953440164582506,0.0,,,,,,"mixing_temp=60; bath_temp=15; pullcast_speed=5; nitrogen=False; coupon_to_bath_wait_time=30; nips_bath_wait_time=1800; Air Temp Mean=24.83; Humidity Mean=47.22

{'Air Temp Mean': 24.83, 'Humidity Mean': 47.22, 'Elastic Modulus Mean': -62.85330361806947, 'CV Mean': nan}",,"{""image_path"": ""C:\\Users\\opentrons\\Documents\\Auto-Membranes\\data\\raw\\21-2add-60degMix-15deg-30s-NoN2-1800s\\1786289193.3743327.jpg""}","- **Presence:** Membrane is visible, presenting a pale blue-white cast across the aperture.
- **Vertical Coverage:** Membrane appears to reach both the top and bottom edges of the aperture with no clear vertical gap detected.
- **Uniformity:** Non-uniform — notable patchiness with a brighter central zone, uneven opacity variation, and irregular lighter/darker regions throughout.
- **Defects:** Multiple trapped air bubbles visible, particularly concentrated along the perimeter; surface also shows localized raised/bumpy texture consistent with bubble entrapment. No prominent wrinkles observed.
- **Summary:** Membrane is present with adequate vertical coverage, but significant air bubble entrapment and opacity non-uniformity represent notable fabrication defects."
"2026-08-10
18:20:38",21-2add-60degMix-15deg-30s-NoN2-1800s_postDiscard,60,15,,,5,False,30,1800,mixing_temp=60; bath_temp=15; pullcast_speed=5; nitrogen=False; coupon_to_bath_wait_time=30; nips_bath_wait_time=1800; Air Temp Mean=nan; Humidity Mean=nan,,,,,,,,,,,,,,,,,,,,,,,,,,,"mixing_temp=60; bath_temp=15; pullcast_speed=5; nitrogen=False; coupon_to_bath_wait_time=30; nips_bath_wait_time=1800; Air Temp Mean=nan; Humidity Mean=nan
MEMBRANE DETECTION: 1/4 replicates detected a membrane.
FIT DETECTION: 0/1 of detected membranes passed quality checks.
OUTCOME: PARTIAL_SINGLE_BAD_FIT
INTERPRETATION: Only 1/4 replicate detected a membrane AND that single measurement failed the fit quality check. No usable mechanical data whatsoever. The membrane that formed (if any) was spatially isolated and mechanically degenerate. These parameters likely produce an inconsistent, very thin, or structurally collapsed film. A major parameter change is needed.",,"{""image_path"": ""C:\\Users\\opentrons\\Documents\\Auto-Membranes\\data\\raw\\21-2add-60degMix-15deg-30s-NoN2-1800s\\1786289193.3743327.jpg""}","- **Presence:** Membrane is visible, presenting a pale blue-white cast across the aperture.
- **Vertical Coverage:** Membrane appears to reach both the top and bottom edges of the aperture with no clear vertical gap detected.
- **Uniformity:** Non-uniform — notable patchiness with a brighter central zone, uneven opacity variation, and irregular lighter/darker regions throughout.
- **Defects:** Multiple trapped air bubbles visible, particularly concentrated along the perimeter; surface also shows localized raised/bumpy texture consistent with bubble entrapment. No prominent wrinkles observed.
- **Summary:** Membrane is present with adequate vertical coverage, but significant air bubble entrapment and opacity non-uniformity represent notable fabrication defects."
"2026-08-10
20:29:57",21-2add-50degMix-15deg-60s-NoN2-1800s_preDiscard,50,15,,,10,False,60,1800,mixing_temp=50; bath_temp=15; pullcast_speed=10; nitrogen=False; coupon_to_bath_wait_time=60; nips_bath_wait_time=1800; Air Temp Mean=24.52; Humidity Mean=45.09,,24.52,45.09,13.328649999999996,57.05960999890815,28.818456419220784,0.0,2.183959452579269,0.0,0.4574455006158816,0.0,73.48394938371469,0.0,439.2732236311549,0.0,0.1811166591012255,0.0,0.4456132434797857,0.0,0.5609294671311031,0.0,0.7339391638939016,0.0,,,,"mixing_temp=50; bath_temp=15; pullcast_speed=10; nitrogen=False; coupon_to_bath_wait_time=60; nips_bath_wait_time=1800; Air Temp Mean=24.52; Humidity Mean=45.09

{'Air Temp Mean': 24.52, 'Humidity Mean': 45.09, 'Elastic Modulus Mean': 28.818456419220784, 'CV Mean': nan}",,"{""image_path"": ""C:\\Users\\opentrons\\Documents\\Auto-Membranes\\data\\raw\\21-2add-50degMix-15deg-60s-NoN2-1800s\\1786289193.3743327.jpg""}","- **Presence:** Membrane is visible, presenting a pale blue-white cast across the aperture.
- **Vertical Coverage:** Membrane appears to reach both the top and bottom edges of the aperture with no clear vertical gap detected.
- **Uniformity:** Non-uniform — notable patchiness with a brighter central zone, uneven opacity variation, and irregular lighter/darker regions throughout.
- **Defects:** Multiple trapped air bubbles visible, particularly concentrated along the perimeter; surface also shows localized raised/bumpy texture consistent with bubble entrapment. No prominent wrinkles observed.
- **Summary:** Membrane is present with adequate vertical coverage, but significant air bubble entrapment and opacity non-uniformity represent notable fabrication defects."
"2026-08-10
20:29:57",21-2add-50degMix-15deg-60s-NoN2-1800s_postDiscard,50,15,,,10,False,60,1800,mixing_temp=50; bath_temp=15; pullcast_speed=10; nitrogen=False; coupon_to_bath_wait_time=60; nips_bath_wait_time=1800; Air Temp Mean=nan; Humidity Mean=nan,,,,,,,,,,,,,,,,,,,,,,,,,,,"mixing_temp=50; bath_temp=15; pullcast_speed=10; nitrogen=False; coupon_to_bath_wait_time=60; nips_bath_wait_time=1800; Air Temp Mean=nan; Humidity Mean=nan
MEMBRANE DETECTION: 1/4 replicates detected a membrane.
FIT DETECTION: 0/1 of detected membranes passed quality checks.
OUTCOME: PARTIAL_SINGLE_BAD_FIT
INTERPRETATION: Only 1/4 replicate detected a membrane AND that single measurement failed the fit quality check. No usable mechanical data whatsoever. The membrane that formed (if any) was spatially isolated and mechanically degenerate. These parameters likely produce an inconsistent, very thin, or structurally collapsed film. A major parameter change is needed.",,"{""image_path"": ""C:\\Users\\opentrons\\Documents\\Auto-Membranes\\data\\raw\\21-2add-50degMix-15deg-60s-NoN2-1800s\\1786289193.3743327.jpg""}","- **Presence:** Membrane is visible, presenting a pale blue-white cast across the aperture.
- **Vertical Coverage:** Membrane appears to reach both the top and bottom edges of the aperture with no clear vertical gap detected.
- **Uniformity:** Non-uniform — notable patchiness with a brighter central zone, uneven opacity variation, and irregular lighter/darker regions throughout.
- **Defects:** Multiple trapped air bubbles visible, particularly concentrated along the perimeter; surface also shows localized raised/bumpy texture consistent with bubble entrapment. No prominent wrinkles observed.
- **Summary:** Membrane is present with adequate vertical coverage, but significant air bubble entrapment and opacity non-uniformity represent notable fabrication defects."
"2026-08-10
22:41:21",21-2add-70degMix-5deg-30s-NoN2-1800s_preDiscard,70,5,,,3,False,30,1800,mixing_temp=70; bath_temp=5; pullcast_speed=3; nitrogen=False; coupon_to_bath_wait_time=30; nips_bath_wait_time=1800; Air Temp Mean=24.36; Humidity Mean=41.81,,24.36,41.81,65.68440000000001,104.77084971173996,536.2751253364024,238.4346211074896,63.48985767211924,34.03723949999306,0.3231394555556647,0.0952866248582181,547.9785282794103,163.78253353236815,15.62025559029071,1.7688007286447522,0.2087599040151613,0.0313667757198877,0.126837722807042,0.0349217761536959,0.1688165308559418,0.0551039506418689,0.2214124519700297,0.0203161159188637,,,0.3902642551742326,"mixing_temp=70; bath_temp=5; pullcast_speed=3; nitrogen=False; coupon_to_bath_wait_time=30; nips_bath_wait_time=1800; Air Temp Mean=24.36; Humidity Mean=41.81

{'Air Temp Mean': 24.36, 'Humidity Mean': 41.81, 'Elastic Modulus Mean': 536.2751253364024, 'CV Mean': 0.39026425517423263}",,"{""image_path"": ""C:\\Users\\opentrons\\Documents\\Auto-Membranes\\data\\raw\\21-2add-70degMix-5deg-30s-NoN2-1800s\\1786289193.3743327.jpg""}","- **Presence:** Membrane is visible, presenting a pale blue-white cast across the aperture.
- **Vertical Coverage:** Membrane appears to reach both the top and bottom edges of the aperture with no clear vertical gap detected.
- **Uniformity:** Non-uniform — notable patchiness with a brighter central zone, uneven opacity variation, and irregular lighter/darker regions throughout.
- **Defects:** Multiple trapped air bubbles visible, particularly concentrated along the perimeter; surface also shows localized raised/bumpy texture consistent with bubble entrapment. No prominent wrinkles observed.
- **Summary:** Membrane is present with adequate vertical coverage, but significant air bubble entrapment and opacity non-uniformity represent notable fabrication defects."
"2026-08-10
22:41:21",21-2add-70degMix-5deg-30s-NoN2-1800s_postDiscard,70,5,,,3,False,30,1800,mixing_temp=70; bath_temp=5; pullcast_speed=3; nitrogen=False; coupon_to_bath_wait_time=30; nips_bath_wait_time=1800; Air Temp Mean=nan; Humidity Mean=nan,,,,,,,,,,,,,,,,,,,,,,,,,,,"mixing_temp=70; bath_temp=5; pullcast_speed=3; nitrogen=False; coupon_to_bath_wait_time=30; nips_bath_wait_time=1800; Air Temp Mean=nan; Humidity Mean=nan
MEMBRANE DETECTION: 3/4 replicates detected a membrane.
FIT DETECTION: 0/3 of detected membranes passed quality checks.
OUTCOME: PARTIAL_COVERAGE_NO_FIT
INTERPRETATION: 3/4 replicates detected a membrane but none passed the fit quality check. The membrane that did form was structurally unacceptable — likely a very thin skin layer, a collapsed asymmetric structure, or a degenerate sponge with no defined elastic/plateau/densification regime. These parameters sit near a phase boundary where only poor structures form. A major parameter change is needed — consider adjusting polymer concentration, evaporation time, or bath temperature significantly.",,"{""image_path"": ""C:\\Users\\opentrons\\Documents\\Auto-Membranes\\data\\raw\\21-2add-70degMix-5deg-30s-NoN2-1800s\\1786289193.3743327.jpg""}","- **Presence:** Membrane is visible, presenting a pale blue-white cast across the aperture.
- **Vertical Coverage:** Membrane appears to reach both the top and bottom edges of the aperture with no clear vertical gap detected.
- **Uniformity:** Non-uniform — notable patchiness with a brighter central zone, uneven opacity variation, and irregular lighter/darker regions throughout.
- **Defects:** Multiple trapped air bubbles visible, particularly concentrated along the perimeter; surface also shows localized raised/bumpy texture consistent with bubble entrapment. No prominent wrinkles observed.
- **Summary:** Membrane is present with adequate vertical coverage, but significant air bubble entrapment and opacity non-uniformity represent notable fabrication defects."
"2026-08-11
00:03:49",21-4add-75degMix-5deg-120s-N2-1800s_preDiscard,75,5,,,1,True,120,1800,mixing_temp=75; bath_temp=5; pullcast_speed=1; nitrogen=True; coupon_to_bath_wait_time=120; nips_bath_wait_time=1800; Air Temp Mean=23.93; Humidity Mean=41.51,,23.93,41.51,247.85005172880287,122.72679892304552,216.5121644095352,215.5707359229998,16.043844002115318,11.584488996767924,0.7270976939328392,0.6945481142044341,339.62849375565594,273.6687552146864,1168.4449686570024,498.6085336535986,0.1101929254900455,0.0456908304896296,0.291809344935946,0.1728142950677482,0.325386625847802,0.164629098089794,0.4384760499796634,0.1322454127518122,,,0.5928382207446611,"mixing_temp=75; bath_temp=5; pullcast_speed=1; nitrogen=True; coupon_to_bath_wait_time=120; nips_bath_wait_time=1800; Air Temp Mean=23.93; Humidity Mean=41.51

{'Air Temp Mean': 23.93, 'Humidity Mean': 41.51, 'Elastic Modulus Mean': 216.51216440953522, 'CV Mean': 0.5928382207446611}",,"{""image_path"": ""C:\\Users\\opentrons\\Documents\\Auto-Membranes\\data\\raw\\21-4add-75degMix-5deg-120s-N2-1800s\\1786289193.3743327.jpg""}","- **Presence:** Membrane is visible, presenting a pale blue-white cast across the aperture.
- **Vertical Coverage:** Membrane appears to reach both the top and bottom edges of the aperture with no clear vertical gap detected.
- **Uniformity:** Non-uniform — notable patchiness with a brighter central zone, uneven opacity variation, and irregular lighter/darker regions throughout.
- **Defects:** Multiple trapped air bubbles visible, particularly concentrated along the perimeter; surface also shows localized raised/bumpy texture consistent with bubble entrapment. No prominent wrinkles observed.
- **Summary:** Membrane is present with adequate vertical coverage, but significant air bubble entrapment and opacity non-uniformity represent notable fabrication defects."
"2026-08-11
00:03:49",21-4add-75degMix-5deg-120s-N2-1800s_postDiscard,75,5,,,1,True,120,1800,mixing_temp=75; bath_temp=5; pullcast_speed=1; nitrogen=True; coupon_to_bath_wait_time=120; nips_bath_wait_time=1800; Air Temp Mean=nan; Humidity Mean=nan,,,,,,,,,,,,,,,,,,,,,,,,,,,"mixing_temp=75; bath_temp=5; pullcast_speed=1; nitrogen=True; coupon_to_bath_wait_time=120; nips_bath_wait_time=1800; Air Temp Mean=nan; Humidity Mean=nan
MEMBRANE DETECTION: 4/4 replicates detected a membrane.
FIT DETECTION: 0/4 of detected membranes passed quality checks.
OUTCOME: NO_FIT
INTERPRETATION: A membrane was detected in all 4/4 replicates but zero fits passed quality checks. This strongly indicates the current parameters produce a structurally degenerate membrane — likely a fully collapsed asymmetric structure, a pure sponge morphology with no well-defined mechanical phases, or an extremely brittle/weak skin layer that fails before exhibiting a normal elastic-plateau-densification response. These parameters are mechanically unacceptable. A major shift in parameter space is required — significantly change at least one of: evaporation time, polymer concentration, or bath temperature.",,"{""image_path"": ""C:\\Users\\opentrons\\Documents\\Auto-Membranes\\data\\raw\\21-4add-75degMix-5deg-120s-N2-1800s\\1786289193.3743327.jpg""}","- **Presence:** Membrane is visible, presenting a pale blue-white cast across the aperture.
- **Vertical Coverage:** Membrane appears to reach both the top and bottom edges of the aperture with no clear vertical gap detected.
- **Uniformity:** Non-uniform — notable patchiness with a brighter central zone, uneven opacity variation, and irregular lighter/darker regions throughout.
- **Defects:** Multiple trapped air bubbles visible, particularly concentrated along the perimeter; surface also shows localized raised/bumpy texture consistent with bubble entrapment. No prominent wrinkles observed.
- **Summary:** Membrane is present with adequate vertical coverage, but significant air bubble entrapment and opacity non-uniformity represent notable fabrication defects."
